input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1996108479,Gravity waves above the Andes detected from GPS radio occultation temperature profiles: Jet mechanism?,2006,Geophysical Research Letters,https://doi.org/10.1029/2006gl027343,50,article,https://openalex.org/W1996108479,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 9}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 4}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 5}]",0.8735,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2051825784,A Global Distribution of the Stratospheric Gravity Wave Activity from GPS Occultation Profiles with SAC-C and CHAMP,2004,Journal of the Meteorological Society of Japan Ser II,https://doi.org/10.2151/jmsj.2004.407,42,article,https://openalex.org/W2051825784,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 7}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",2.0147,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2904632102,11 Years of Rayleigh Lidar Observations of Gravity Wave Activity Above the Southern Tip of South America,2018,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2018jd028673,35,article,https://openalex.org/W2904632102,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 11}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 9}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 5}]",1.4152,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2000931233,The influence of topography on vertical velocity of air in relation to severe storms near the Southern Andes Mountains,2015,Atmospheric Research,https://doi.org/10.1016/j.atmosres.2014.12.020,33,article,https://openalex.org/W2000931233,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 7}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 3}]",2.666,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2294885075,Ground-based GNSS network and integrated water vapor mapping during the development of severe storms at the Cuyo region (Argentina),2016,Atmospheric Research,https://doi.org/10.1016/j.atmosres.2016.03.002,31,article,https://openalex.org/W2294885075,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 8}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 2}]",6.1049,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2081711361,The global distribution of gravity wave energy in the lower stratosphere derived from GPS data and gravity wave modelling: Attempt and challenges,2007,Journal of Atmospheric and Solar-Terrestrial Physics,https://doi.org/10.1016/j.jastp.2007.07.005,30,article,https://openalex.org/W2081711361,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 1}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 3}, {'year': 2012, 'cited_by_count': 3}]",0.6784,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2052064750,Precision estimation in temperature and refractivity profiles retrieved by GPS radio occultations,2014,Journal of Geophysical Research Atmospheres,https://doi.org/10.1002/2013jd021016,29,article,https://openalex.org/W2052064750,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 2}]",1.4458,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2133805791,A method to improve the determination of wave perturbations close to the tropopause by using a digital filter,2011,Atmospheric measurement techniques,https://doi.org/10.5194/amt-4-1777-2011,23,article,https://openalex.org/W2133805791,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 8}, {'year': 2023, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 3}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 2}]",0.8301,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2151782724,Limb sounders tracking topographic gravity wave activity from the stratosphere to the ionosphere around midlatitude Andes,2015,Journal of Geophysical Research Space Physics,https://doi.org/10.1002/2015ja021409,23,article,https://openalex.org/W2151782724,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 7}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 2}]",1.5719,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2044275996,Evaluation of uncertainty in gravity wave potential energy calculations through GPS radio occultation measurements,2013,Advances in Space Research,https://doi.org/10.1016/j.asr.2013.05.015,21,article,https://openalex.org/W2044275996,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 4}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 2}]",1.4904,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2746583776,On the distortions in calculated GW parameters during slanted atmospheric soundings,2018,Atmospheric measurement techniques,https://doi.org/10.5194/amt-11-1363-2018,20,article,https://openalex.org/W2746583776,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 6}]",1.5964,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2026467803,Uncertainties in the measurement of the atmospheric velocity due to balloon-gondola pendulum-like motions,2010,Advances in Space Research,https://doi.org/10.1016/j.asr.2010.09.020,18,article,https://openalex.org/W2026467803,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 9}, {'year': 2023, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 1}]",0.0,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2801967021,"A Method to Determine Gravity Wave Net Momentum Flux, Propagation Direction, and “Real” Wavelengths: A GPS Radio Occultations Soundings Case Study",2018,Earth and Space Science,https://doi.org/10.1002/2017ea000342,15,article,https://openalex.org/W2801967021,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 6}, {'year': 2022, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 3}]",0.4789,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2765310695,Orographic and convective gravity waves above the Alps and Andes Mountains during GPS radio occultation events – a case study,2018,Atmospheric measurement techniques,https://doi.org/10.5194/amt-11-3523-2018,14,article,https://openalex.org/W2765310695,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 1}]",0.6945,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2072531508,Severe hailstorms near Southern Andes in the presence of mountain waves,2011,Atmospheric Research,https://doi.org/10.1016/j.atmosres.2011.01.015,32,article,https://openalex.org/W2072531508,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 6}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 4}, {'year': 2014, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 2}]",1.1369,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1980227062,A gravity waves study close to the Andes mountains in Patagonia and Antarctica with GPS radio occultation observations,2010,Annales Geophysicae,https://doi.org/10.5194/angeo-28-587-2010,31,article,https://openalex.org/W1980227062,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 4}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 5}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 1}]",0.6371,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1992160056,Saturated gravity wave spectra measured with balloons in Mendoza (Argentina),1994,Geophysical Research Letters,https://doi.org/10.1029/94gl01589,29,article,https://openalex.org/W1992160056,"[{'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 6}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 2}]",1.5995,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2011192188,"Large‐amplitude gravity waves above the southern Andes, the Drake Passage, and the Antarctic Peninsula",2011,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2011jd016377,29,article,https://openalex.org/W2011192188,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 3}, {'year': 2014, 'cited_by_count': 5}, {'year': 2013, 'cited_by_count': 3}, {'year': 2012, 'cited_by_count': 1}]",1.8677,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1991893820,The kinetic to potential energy ratio and spectral separability from high‐resolution balloon soundings near the Andes Mountains,1999,Geophysical Research Letters,https://doi.org/10.1029/1999gl900265,25,article,https://openalex.org/W1991893820,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 1}]",0.22556015,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2954152833,Using Convective Available Potential Energy (CAPE) and Dew-Point Temperature to Characterize Rainfall-Extreme Events in the South-Central Andes,2019,Atmosphere,https://doi.org/10.3390/atmos10070379,22,article,https://openalex.org/W2954152833,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 6}, {'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 2}]",1.4049,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2315227369,ENSO-related moisture and temperature anomalies over South America derived from GPS radio occultation profiles,2016,International Journal of Climatology,https://doi.org/10.1002/joc.4702,19,article,https://openalex.org/W2315227369,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 3}]",2.1725,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1906974788,Wave activity at ionospheric heights above the Andes Mountains detected from FORMOSAT‐3/COSMIC GPS radio occultation data,2014,Journal of Geophysical Research Space Physics,https://doi.org/10.1002/2013ja018870,17,article,https://openalex.org/W1906974788,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}]",1.2392,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W3199207095,"A Model for the Relationship between Rainfall, GNSS-Derived Integrated Water Vapour, and CAPE in the Eastern Central Andes",2021,Remote Sensing,https://doi.org/10.3390/rs13183788,17,article,https://openalex.org/W3199207095,"[{'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 4}, {'year': 2023, 'cited_by_count': 4}, {'year': 2022, 'cited_by_count': 4}]",12.4036,True
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W1996086504,A gravity wave analysis near to the Andes Range from GPS radio occultation data and mesoscale numerical simulations: Two case studies,2009,Advances in Space Research,https://doi.org/10.1016/j.asr.2009.04.023,16,article,https://openalex.org/W1996086504,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 3}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 2}]",0.4002,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2011809394,Large amplitude waves detected with balloons near the Andes Mountains,1996,Geophysical Research Letters,https://doi.org/10.1029/96gl01028,15,article,https://openalex.org/W2011809394,"[{'year': 2022, 'cited_by_count': 5}, {'year': 2021, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 2}]",0.0,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2734328926,On the influence of zonal gravity wave distributions on the Southern Hemisphere winter circulation,2017,Annales Geophysicae,https://doi.org/10.5194/angeo-35-785-2017,12,article,https://openalex.org/W2734328926,"[{'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 5}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 2}]",1.9399,False
"de la Torre, Alejandro",A. de la Torre,0000-0002-4950-5638,https://openalex.org/W2031528180,Climatological patterns over South America derived from COSMIC radio occultation data,2011,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2011jd016413,10,article,https://openalex.org/W2031528180,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 2}]",0.415,False
